,action,adaptation,addiction,anticipation,anxiety,arousal,association,attention,autobiographical_memory,balance,belief,categorization,cognitive_control,communication,competition,concept,consciousness,consolidation,context,coordination,decision,decision_making,detection,discrimination,distraction,eating,efficiency,effort,emotion,emotion_regulation,empathy,encoding,episodic_memory,expectancy,expertise,extinction,face_recognition,facial_expression,familiarity,fear,fixation,focus,gaze,goal,hyperactivity,imagery,impulsivity,induction,inference,inhibition,insight,integration,intelligence,intention,interference,judgment,knowledge,language,language_comprehension,learning,listening,localization,loss,maintenance,manipulation,meaning,memory,memory_retrieval,mental_imagery,monitoring,mood,morphology,motor_control,movement,multisensory,naming,navigation,object_recognition,pain,perception,planning,priming,psychosis,reading,reasoning,recall,recognition,rehearsal,reinforcement_learning,response_inhibition,response_selection,retention,retrieval,reward_anticipation,rhythm,risk,rule,salience,search,selective_attention,semantic_memory,sentence_comprehension,skill,sleep,social_cognition,spatial_attention,speech_perception,speech_production,strategy,strength,stress,sustained_attention,task_difficulty,thought,uncertainty,updating,utility,valence,verbal_fluency,visual_attention,visual_perception,word_recognition,working_memory
lh_unknown,-1.0916790027614052,-0.827840913482135,0.6594724671345198,1.4802868450752442,1.1760628017849482,1.6780727455868711,0.18758806854973545,-0.9954406099948641,1.8693088615085627,0.12988365987850423,-0.2878113316851607,-0.6008021241456629,-0.540263245204072,0.10502115296114518,-0.32406465849172095,-0.2212338810825549,0.13601699458886374,0.4972715736315346,0.662348449663031,-0.5335029057745033,-0.2774507170276029,-0.06599919867769703,-0.6263187209482493,-0.1982930638202051,0.23192286998642167,0.858104512489344,-0.32525308023088945,0.014304094535344265,2.1184078201622643,1.0068980055180208,0.26749217208162485,2.3462231868228196,2.0864168493335304,0.3424105973255483,-0.07750327587672905,1.1889220258572084,-0.21674875767922733,0.005590678115899418,0.6251641888197305,1.6762845773998705,0.28920589322233997,-0.01826506474496532,-0.0231426991831084,-0.30609728785325174,0.02471316496377513,-0.08691619679369611,-0.25382701956331527,0.3808446636447391,-0.23755566594096317,-0.3907882317497585,-0.1311117803998928,-0.6338561522000938,-0.4266917768560112,-0.5739291407019924,-0.36005026849224303,-0.3820441369224048,-0.06396992536697853,-0.9067939471455663,-0.03244491150878646,1.5827783045721693,-0.3646206844878592,-0.3085072734610154,0.5896169134480223,-0.09232967530786715,0.0789802680425759,-0.21299301931874332,2.1757330086122275,1.2985172566422012,0.12486883114134334,-0.251719928808063,0.17103137460447126,-0.44936243893763356,-0.5264216678791759,-1.0037379149178414,-0.41636234819288215,-0.35381335580472256,0.9621441964555528,-0.776218610870782,1.0606718324728448,-0.5118533949789968,-0.3905430369717798,-0.5979546869434155,-0.22817666025415315,-0.6323639962718163,-0.5292890618776117,1.5959597718632104,0.6433792380967123,0.016298022110064113,0.7177958944229645,-0.4649635564089458,-0.3397963077794544,0.31241816130362166,2.2940262909188616,1.2416137650379802,-0.004125432396171839,-0.008486181357965873,-0.2930899787846655,0.5419113585300379,0.34259252118952616,-0.591719010678688,0.9823323734385031,-0.5447511860433596,-0.04736820892934335,0.441873902473888,0.02655786679532385,-0.8039091597113696,-0.7168811975072584,-0.29565705451558,0.3236696194860697,0.07979123978691961,0.6616816289971605,-0.07855689297669446,-0.14432492969926777,0.0931983897181837,-0.17042567056137511,0.03514267261829361,-0.13289564273352406,1.5282568810847026,-0.28067398104502894,-0.5616672377354102,-0.483577281369337,-0.2680871358208482,-0.8297803172400208
lh_lateralorbitofrontal_1,-1.0605037073676402,-0.7879162337344426,1.1484298531825725,0.624849913469874,0.7747464826473823,1.2190029774720852,0.39838971538254275,-0.997786483551877,1.3027457907222784,0.2958796447286239,0.28409093271654384,-0.9108805201374568,-0.26010014741466597,0.0927828025072813,0.03446566817852167,0.8228606724538482,-0.45801480574390063,0.6944994911694756,0.9104561194204367,-0.05119289718568325,0.9441832085999732,1.3565002479232275,-0.2535788870201661,-0.08600423833212027,0.35283611726302366,0.8067980806128336,-0.6116360581838167,-0.5753749941977171,2.7236551170165724,0.7519966032069463,0.6431366559977715,1.195097256738406,0.7575003909341131,-0.3088549111969769,0.4529576281658732,1.1420442903056167,-0.03351302809941654,0.2759015419162237,0.7023494650520241,2.6170223945608506,-0.5127898254073583,-0.05259857610441171,-0.1622421474249747,0.17107070691597004,0.26038651323089235,-0.48704736593824166,0.32636431301227553,-0.2406871403925694,-0.5178443408356264,-0.03035116075323178,0.23894299863336177,-0.7074785426402321,-0.04406179951933714,-0.4967714215700443,-0.31507042514590117,1.3538616555241438,0.5877688695604985,-0.9209690081958587,-0.1531693739673266,0.255661057222348,-0.7268416083202912,-0.2973363286457383,0.6763739794206161,0.032544096960471225,0.1517207472370221,0.2560443013333357,0.2999084310247921,0.606702811901386,-0.2135599515759028,-0.7297850340604782,-0.2598114784627866,0.6354172675368878,-0.24601778966876175,-1.179589427721042,-0.8525556929409503,-0.4127955719255484,-0.6269442241925459,-0.7219035818886298,1.4401593034084026,-0.5643348736831775,-0.9003140211678469,0.025590052570288,-0.3007643981765096,-1.49977915060993,-0.23902816772460939,0.7557720606143657,0.30616015006716435,-0.6538187921620332,0.6733849347210847,0.24089164997522647,0.5419803961538352,0.34114211508287834,1.4618935930614287,0.9507837410299824,-0.5574151575780258,0.5044049741843573,-0.6515243130234571,0.3896622261748864,0.1241151429569492,-0.418935923006099,0.9816381720396189,-0.47492943158229955,0.3408864947752311,1.0247784840372893,0.36613452337825525,-1.1443242146418644,-0.45250675139518887,-0.09125471209677366,0.6716629100533632,0.3474315542441148,-0.0670287998034977,-0.2690787239716603,-0.2625345804656927,1.1192749461588951,0.49914258698073144,-0.1717640433173913,-0.07692619052070837,1.8053755186498166,-0.19341679777090365,-0.660209935209087,-0.1614675456194583,-0.33455842366585364,-1.4888458406695952
lh_lateralorbitofrontal_2,0.08660681135952472,-0.7831589850090335,-0.11438309412230463,0.8254165510701783,-0.30069334021630795,0.8669074006926487,-0.07947871629148721,-0.34900307988419255,0.5011061181040372,0.9334664333611726,0.8690292405731538,0.3095389081055627,0.15540967691032326,1.0989431030719596,1.7391654119991204,0.4431064267279854,-0.025503152334953056,-0.3349716336849858,1.532330950524877,-0.5740466613103362,2.232369961534791,1.9553905487937087,-0.9775773522389286,0.0932965460288174,0.8173560046974351,-0.06454394219771904,-0.4579110895324608,0.6612059071660041,1.1586057932718712,0.8368768525035942,1.5117798095240313,1.6910508082522189,1.5432536810636521,1.0642885954393184,-0.6282069792642313,0.40107399282210016,-0.6978007085621357,-0.9015719659188215,0.7228941429406405,1.1163769119364373,-0.38940879511920845,-0.10865584813496645,-0.8985418517032967,0.4829702510060195,-0.4062653186607777,-0.16356534373891704,-0.19148627431953655,0.5379076514872448,-0.2821884522050181,0.543169579819283,-0.6403117115444997,-0.1277864290182205,0.40487628725959973,-0.2607897190486684,0.6440957929062493,1.1367140927735497,1.0148034105296522,3.0271764056647523,0.6995201583513442,0.8768096241661731,1.0544685167643955,-0.7069127914660117,-0.8182783221606823,1.4574085894972086,0.2991314788513324,1.2226207378156044,2.1634998058133266,2.6151637375354766,-0.29786806770545593,1.184486537843066,-0.16427214959608938,-0.31407518939060325,-1.0133228484760313,-2.3361654537565566,-0.9794832974234048,0.18553846989046124,0.26720983228262735,-0.9038788706064225,0.18575950244112927,-0.4673893377664225,0.6512862460249487,0.8376154101453721,-0.12326268905445056,1.5539816456025137,0.5965180219424998,1.2959179632803972,1.5576030321857508,0.436429795420126,0.5232890987220933,0.3602393714930205,0.016747580646701597,0.30873225833124973,3.6687778010087855,0.47114277803065147,-0.010767488269244924,-0.6142472904832924,1.2625447215621963,0.8408711509121691,0.8299599221304935,-0.38442190293332235,0.4228240678634714,1.417378084449207,-0.5285301314119031,-1.0098365275956251,-0.11060379682218327,-0.2732959725400981,0.3210658826810472,0.019942138607011124,1.153430827926187,-0.547514065853594,-0.629874022129704,0.507804706429734,1.124849816729479,0.265121375550242,0.7733257972251844,0.16580075135125832,-1.3620669746223617,1.5739816413425347,0.9366372923421509,-0.888747048531385,-0.3871895118233036,0.8242941834470805,1.4379943317898056
lh_lateralorbitofrontal_3,-0.7891420644115318,-1.1285962056029926,0.3779979947906792,0.494529579413321,0.7014671705352763,2.0765336566802226,0.19760690076333104,-0.5255131386220455,0.3013022819562166,0.2172594963375366,0.6858870000931236,-0.724951173496348,-0.23490867567615528,-0.368900643718062,0.21953510182599226,-0.18231150361173082,-0.43265049543697387,0.05963748422535983,0.7291750013969387,-0.37364103795367887,1.1525563337967137,1.9172614469672695,-0.1950292638503015,-0.039685404478487646,-0.06072224270213734,2.0265462339827507,0.12054112970927787,-0.8456964362412691,1.4656301073052667,0.48701713389406603,0.21689950601395333,0.8496322648627965,0.5370751921313278,-0.43415473954695644,0.6495561590700438,0.04036925518603036,-0.5249393132769249,-0.33421639183705504,1.2046106484379957,1.6201375232953015,-0.4382889698061979,0.6606630513190546,-0.15262997620315713,0.025707709147933532,-0.05062208759287993,-0.24343757085840811,0.3040108275176449,-0.22441730334310594,-0.17514836771244352,-0.6071434425698086,-0.269004746396659,-0.07852522137038635,-0.4290747328548495,0.12791125098186912,-0.15821278685082993,0.2087362137143359,0.3066055596326337,-0.489108531580617,-0.572394133347905,0.634557498435518,-0.8250969352736843,-0.3492652623716629,0.5221541334705596,-0.27065818818906945,-0.2155164579550425,0.37955669595888164,0.2792986538543394,0.22868473381932938,-0.5565080272993355,-0.5276461617675412,-0.014815349054212371,1.2691741733614244,-0.7690148287819643,-1.4285327677304547,-0.4872410533170103,0.5062894285797621,0.46370256551061617,-0.572825453159484,0.6600081133091766,-0.6476770188433655,-0.33745244365524163,0.056780872866511345,-0.20424298421395096,0.016105852230931774,0.1094282237445992,0.5173676677725532,-0.47134390473365784,-0.3193656543382641,0.23403141190382568,-0.49463545183905144,-0.3058372257616032,0.19216125472589876,0.26473454606126656,0.8040957116719448,-0.5888207906462026,1.2143209849512486,-0.37784737529176654,0.45052748179119645,-0.05489683636661732,-0.06497797917990918,1.0886907824174021,-0.4750732986087149,0.4538022903937169,-0.24927364152178846,-0.8239382916327679,-0.7298309345814314,-0.0853027508481208,0.03119169438088482,0.6956643684146305,-0.17398430806387102,0.14382798326286403,-0.21998548185960812,-0.49778772252752923,0.835294333399471,0.046245781697727965,-0.05942621862755693,-0.2715621307830919,1.7887902528851887,0.17722902020834613,-0.6337114781084837,-0.33781363419257104,-0.26629505235927575,-1.0815572586249222
lh_corpuscallosum,-0.32764535756974383,-0.8864039606061475,0.25013636411007106,0.33210696702630355,0.40374047034580646,1.243491722823217,0.153252035100013,-0.5343344265402391,0.9102524791217955,-0.07896476574723833,0.4328737063542137,0.13950697112154087,1.0485411283849129,0.165874450910708,-0.32147396192725364,0.604022959841351,0.11004214947400935,0.02159074656986471,0.39174131635287457,0.12434364854004876,0.5526312343262393,0.8693614057714826,0.10249090931410419,-0.12204480336914802,0.6799653914660729,0.8812021225498154,-0.48263997872970227,-0.26147088319191647,0.25875821763585355,0.36069878994503285,0.47048254930574834,-0.11178866862479983,0.3814649273930439,0.06506585308254278,0.36222115998830773,-0.09994825018120224,-0.43268555608931286,-0.07165573863633748,0.7046760305505374,0.27408679952395376,0.3537521085027477,-0.2879519438724323,-0.3149506119144117,-0.023009952170581653,0.5313324238799898,-0.3719371147518014,0.1177628870924999,0.2516399197408865,-0.35082220883461934,0.7673037100776002,-0.09429635046499557,-0.6117410464533444,-0.38418290900299323,-0.3738167733564202,0.17265562813343674,-0.2299079074299541,-0.0010281419959561578,-0.7504647501455298,-0.18175071380261718,0.2946831812632495,0.054641576837106,-0.2511224216749442,0.33055326900091664,0.17278815952354465,0.1888330690562725,-0.4454123756366557,0.39751678601967105,0.7445693510102814,-0.17937093156486236,0.5153944512861299,-0.19210668026373304,-0.281945356456884,-0.25377193652013125,-0.889359483476086,-0.4827943113793073,-0.19000718762429736,-0.18499278465028982,-0.7276772593999089,1.72392856980963,-0.5823763111028178,-0.44620645235710105,-0.5097928704784738,-0.27328250687609523,-0.44902519457812967,0.20410791624273206,0.4073625211636054,0.08570858047118989,-0.4326727679063534,0.017369627711716396,0.6743263438344002,-0.05438141124162438,0.2833104462138024,0.7752170134223355,0.07952096806517962,-0.3350088671395748,-0.2302578654140234,-0.13555850886643447,0.3446524616587779,-0.20787192168163843,-0.46397249245181166,0.14838860897620304,-0.2660148141712978,0.08826119103308382,0.008582519322376827,0.38718831374727447,-0.45784613483681763,-0.18277384401138486,0.31818233388636646,0.5380882146350783,0.4655777479329243,0.2137058195754372,-0.029215135553787495,-0.03409999691206833,0.7206791259476851,0.024061167464944824,-0.03968492791795268,-0.13662114467728756,0.6478602272940093,-0.1089131639178457,-0.3730403618565921,-0.18959288021613813,-0.48818266649955305,-0.6203728629083469
lh_lateralorbitofrontal_4,-1.3346351421240605,-0.05199431577189402,1.6561512953855775,0.3459845065619006,-0.6980124019425024,-0.02028578023115794,0.06027477827261795,-0.8466510343732256,0.7918952500278299,-0.09908804726420027,0.11241235647872655,-0.6455432259068458,-0.7365636299505378,-0.47214193416364264,0.175794963245139,-0.0415744979047414,0.16858914223584262,-0.5458590796951092,1.0439427409208182,-0.5136546626066169,0.43461382231025986,0.8764601356603883,-0.5405888336174416,-0.6750425353194728,-0.6361893361265009,-0.21616482079932184,1.0364571182113704,-0.04760373361182935,0.8915918399438714,0.10527158266102726,0.604210104003097,-0.19187265218263774,0.1316588203507391,-0.5924706689336083,0.4842993449984175,0.3894009759480303,0.34548526979757077,-0.2887856885790825,0.24135696013091187,1.00249936337103,0.5334575380565543,-0.16449199808817921,0.40017257337317325,-0.10999468347114144,0.42944236441204947,-0.46387542106888513,0.431028067331874,0.8145995371495233,-0.21937612082922098,-0.47579268140323233,-0.2529257341203364,-0.554919951341369,-0.04814553464000875,-0.07115203627582753,0.10319188733895619,0.015152995559302244,0.3192787940303485,-0.9513049074871973,-0.6757917277740709,0.2827806970612569,-0.7067560941601793,-0.15269408894307684,0.41141479755892896,0.25551383123930654,0.4750344641436117,-0.6098647896539081,-0.23981629560391107,-0.09476027366789905,-0.5136042295983343,-0.5841120370579037,0.1512080029104695,0.798687814763098,-0.5280534938880892,-1.402443092880827,-0.5685060927362153,-0.40045089187156974,-0.058247541218544495,-0.4754882101533991,0.5882576336144032,-0.7809327605998877,0.009505401845231201,0.04632990017081752,-0.3826349785156322,-0.4475233009381389,0.6025855790146373,0.24602096544748003,-0.7002965455705469,-0.6260133299863699,-0.14360645492420052,-0.4640183078520226,0.43191792491371883,-0.12489867718382315,0.34276364559914463,0.7755492762521361,-0.08143877373500304,0.9802287776361812,0.18863763335640682,0.4721082368668056,-0.3470469064107447,-0.1730067805584633,-0.024626147792194828,-0.6216416185100874,-0.19244017660843604,-0.2949935053334092,-0.43893171621091437,-0.19369646116639627,0.31478356118455075,0.698712495578961,-0.126632715039181,0.11972656292897282,0.9373306185007095,0.4220044827635513,-0.24756504217106284,0.5534806060463642,-0.46405642998941016,-0.6509675243587205,0.8805759634935495,0.8312334361006365,-0.14097143506461923,-0.7002877621262362,-0.3940989682168672,-0.27845906528333825,-0.23643378789226213
lh_parsorbitalis_1,1.1880354592249842,-1.208307621967897,-0.7852107372069568,-0.7042061508747569,-0.9928832990035676,0.8283741344093231,-0.6353532226200689,-1.5184630869250548,0.9776350945365011,0.5007702932088521,1.1716659927838726,-0.7422204953536653,0.7153338841244317,0.38806713666570813,0.4060054164412513,0.5637183389381358,-0.6522547317701474,0.08140858406560463,1.555648362166003,-0.5079642939462996,1.0177580968460493,0.5230460145853852,-1.004710194393339,-0.6392629152457965,-0.24725622279169202,0.2746995468869021,-0.7754116374672505,-0.26620059957106906,0.8597797884099316,2.378605568356681,0.4974449140003376,2.9858712878143576,2.6393081064809834,1.0716349752783252,-0.3542792917997168,0.5851636885485628,-0.8771781965583694,0.16102996455472812,0.9046980654371477,-0.18344589407768166,-0.44984635514648336,-0.351522480644155,-0.13220483645502673,0.41404684642411504,-0.41696374704489453,-0.23652282530409202,-0.631418843475873,-0.5142178023070619,1.0454805396627962,-0.4675959854207018,0.07871891429092277,0.4807312162838092,0.2991670504061244,1.2581160955392479,-0.06626401371077488,1.477028458330192,1.6455537565706069,3.8113862051252734,1.7159191750708902,0.6115779292426611,0.3883715079803216,0.0320480746266089,-0.48800081589765715,0.3480940319336297,0.7744170087798122,2.86785958700797,2.0652265067686115,1.6404535664702977,-0.022281711888417863,0.00730692827257148,0.07653725942139301,-0.6302506608292133,-0.8528538707055544,-1.2673079276196004,-1.2378126129736764,1.273189862185207,-0.1270169360857261,-0.5622203716060572,-0.7042404372865955,-0.8928889701502365,-0.03033216431606234,0.2344674490261496,-0.24946832392168672,2.5528812361064186,2.506471874225035,1.2654147168719454,0.8233110772674543,-0.3876133900985383,-0.2329259509580177,-0.5319688343279586,-0.7168233253453907,0.08961462525226045,3.1270423040055393,-0.7077712607488298,-0.565351783248939,-0.057687302593860706,1.3103946082686122,-0.25039831017911957,-0.09036448524382554,-0.16982901687815524,1.3983616832186256,1.3598680417788656,0.2866678269285905,-0.1756524209325251,0.6769518155375855,-1.0351697639807274,0.23103367301978564,0.060441991984190646,1.3777587542232748,0.5046840176117002,-0.8083141737601214,-0.5710573018642894,-0.06275703816821701,0.2370425923237283,-0.210955056508905,0.013213282352999636,-0.5162711517983362,1.1829766280818403,-0.8045728608246958,-0.7857177003303117,0.29922670050801936,0.7429011840896126,-0.491500360858545
lh_frontalpole_1,-0.3547081349636702,-0.27124427598627177,-0.2276549430235344,-0.37104716294390316,0.07872023137615007,0.38561179620378155,0.9658676841679741,-1.8600877733791576,2.912761730306289,1.5396816046798931,-0.04342836492201861,-0.48182516720365076,-0.7322071071933297,-0.7820342060397653,-0.5066387311500662,0.5087411712088129,-0.06280505503801738,-0.19619486261816585,-0.1320354666780023,-0.8505642501746907,0.45374238189748106,0.5660331380717895,-0.3336169443586293,-0.7079142985098502,-0.12957174813046174,1.5577708868419422,0.3931561301955405,-0.7043340469107908,1.1175757366068222,0.6519942143384148,-0.03721445711220012,0.6695210992851678,0.8548305573708871,0.8845293565708048,1.0056148949353134,0.03692438497262843,0.2546978145837784,0.0811432849834947,1.084626697757117,0.33807031854110603,-0.5459123297649271,-0.15919605993172703,-0.6431913919308606,0.2782453911050278,0.2762458416468957,-0.7841718144276563,0.22998587581712535,-0.28538690945681405,0.14057821035385132,-0.13077686354517937,0.5086591480409398,-1.406839568825329,-0.0785951176110436,0.6533029379651827,-0.10678900515331942,-0.002893269609879045,-0.5353666572174167,-0.7807797129978152,-0.27213305936140175,0.3469938337802887,-0.5446873429943534,0.17103631706798778,0.1532739318688126,-0.2756599367541425,-0.912920276141342,-0.6543355487725314,0.8467564337393817,1.905173935872667,-0.21363832407137928,-0.8436100307632896,-0.05930926851407789,0.4143773518940982,-0.459563934846836,-0.8044841590830508,-0.5344283747322419,-0.2672437792096068,-0.5539365778951084,0.24134555612416828,-0.023049270843758303,-1.0866519839448088,-0.028551073416190988,0.07454270518877927,-0.6889755427837372,-0.7757178501171225,0.5513825990697917,0.5912420629140209,-0.6715471839313122,-0.42744985310470357,-0.3144403213963789,-0.7276328574208653,-0.21703043843016906,0.5083215170923401,0.8702922613524339,-0.5948974148315542,-0.5635334253311157,-0.16390812484657064,1.7201359736568786,0.15253115519333413,-0.7491459022550022,-0.20170069726950982,0.8270985300050062,-0.5999730956905028,-0.22417063287952366,0.7595171218409258,0.7826582416892052,-0.5936560685582021,0.03606753730598618,-0.14945882427341797,-0.11622506155468085,-0.08545684332356733,-0.5071738468044821,0.7131187740494224,-0.1285395473241806,0.08412822804358952,0.08996278967927485,0.8677216150304851,-0.43407517835936127,0.6187023011118393,-0.29454875430640054,-0.08360831724370227,-0.3261994701974532,-0.02950210255735061,-0.3494381755590439
lh_medialorbitofrontal_1,-0.39021079322888647,-0.893157973685967,0.4853365830411868,-0.07975522518557097,0.8504370927943715,2.062095692780401,0.5377416247335661,-0.6478555257033024,3.1854595813368047,0.38950485257165773,-0.29252288763278295,-0.5962228894100657,-0.2885817080137453,-0.22951677684406085,-0.48747184154178413,0.6260074077041021,0.31792367913294584,-0.07946150829957332,1.6500722004067419,-0.8362913770418215,2.3991016915866306,2.3166196388857707,-0.6151926925938044,-0.3455533594159143,-0.2679902463486152,0.830713138316891,0.2604457488715915,-0.10787044502129513,2.834609331829207,1.1116122943099722,0.8104955307873232,-0.35686263122728895,0.9287933479395828,0.2120086885323482,0.2789944306548153,1.148021129292569,0.3748156428337097,-0.21118068635197623,1.524135413845735,2.4709763006706322,-0.675555567489937,0.311024433617214,-0.21675945072534628,0.8337241880778622,0.39191387505603154,-0.19874718791938253,1.066987855492958,0.8467947538010776,0.2612751104336764,-1.1212930244925832,-0.25911348063631784,-1.0287221519808685,-0.03201030094974807,0.32166971386011156,-0.06415189250505396,0.7365585493722132,0.08839190295631331,-1.85512771617089,-0.447926162276417,-0.2756924690745239,-0.2502954607979128,-0.9067578045983932,0.1640300096145698,-0.1949995140145932,-0.7264794799765306,-0.49748288923209266,0.7794838216920782,2.739554107920932,0.3779373762330839,0.4209395099231707,0.576726896073004,-0.09407711534212078,-1.1072567209069217,-1.9163778658424104,-0.488236181038831,-0.816405702182757,1.0322165133963739,-0.7303683833784557,0.8890497348870018,-0.7646467740248356,-0.9943541157990694,-0.8574586336575781,-0.03696303452099008,-1.1150059596236264,0.05284067619192813,0.5411299467419407,-0.2877696603536606,-0.859508433645325,0.25626722211018205,-0.49729138895470115,-0.13446698954794556,-0.0312936720271994,2.0823326041323265,-0.8371701480022499,-0.4893734966878713,0.18239925606342564,-0.10824960568321071,0.44670841014677926,-0.348101834870509,-0.6263580013432407,1.2676487445299114,0.5498059546308858,0.2418470219708979,-0.13404063408129982,2.0554603648238947,-0.7413495820946991,-0.5003885659139736,-0.5731310763928507,-0.5617550109579627,0.6095496342583958,0.5091566204292965,-0.4097905691846141,0.5908083312346467,0.493926603214017,1.1035300404764712,-0.29147044772149194,0.4591426619195512,1.8988598332341229,0.11933761156563248,-0.521838015144957,0.8873646684057478,0.5849764259266002,-1.0529443557773317
lh_medialorbitofrontal_2,-0.2973395259462689,-0.6868454114190842,0.9142416154475589,0.09602370487133924,1.1434562533309585,2.1148732130464754,-0.2873362492573889,-0.24385528161533568,1.7619359050142138,0.7127029498352816,0.3458728252272857,-0.5018175426478448,-0.05109866775180164,-0.07865016613351672,-0.15307297428555197,0.0002609115976252054,-0.17079909947749816,-0.25506271212116666,-0.2875600586805424,-0.48013582107561986,1.7127944108098745,1.4708618338170805,-0.2659375865698645,-0.15175975295469948,0.3839838763895003,0.6718781316750928,-0.18077200513921285,-0.35198359827658066,2.5129800570638556,0.6338365895820683,1.1196926712989808,-0.12267878415357125,0.03560674354237946,-0.24925796385658414,0.49158380378625893,0.7418214306431381,0.22646572619284455,0.1562206936166867,-0.11463217712252548,1.5899059737444317,-0.6068548733895448,-0.053984084970464835,-0.03632832881259291,0.14329592658108786,0.17397900738777886,-0.8068501220721948,0.8378269307842282,0.038788396394566486,0.6864048227275673,-0.8613635911263133,-0.16176927889893322,-0.29898436614557317,-0.3630868684206354,0.4845450589139211,-0.12307561367358032,0.15601379549817035,0.7331022669806292,-0.5887982044712101,0.04903551457743896,-0.003322292668254752,-0.20213770218389598,-0.0752706235103113,0.1432449893744074,-0.4629238554031441,-0.3775057359010373,-0.5243980765342713,-0.24307787871282352,0.4236151313801345,-0.4379151435532166,0.04933332132273599,0.2959312056399588,0.46709276045623577,-1.1042155110228218,-1.8457380222646813,-0.8344111459427759,-0.4888380933356912,-0.4671630726277439,-0.819009731160967,0.8574224144735031,-0.6217355925197664,-0.5823934000769728,-0.2803597410454562,-0.4610755021242719,-0.9161095685668682,-0.04723829275585319,0.22164731078634137,-0.6030531214844239,-0.4961730731161017,0.785063034080361,-0.6342169329009362,-0.31927946978493743,-0.302455701051574,0.3595951675192306,-0.0737811407662536,0.3980050578419315,0.24464986372346942,0.12178407829058797,1.3751775146314973,-0.13185447563760375,-0.3311666269345503,1.35535384228355,-0.6530775241161647,0.05235707916711506,0.10212489270948266,0.8743582183813774,-0.4628704033669476,0.19126113106153514,-0.46918781840879664,0.41587458939144484,0.2741902253541507,0.133124469598069,-0.029157986766413638,-0.33353506633521696,0.3351687600836158,0.7108044567861055,-0.5765825216511362,0.6210387726167315,1.8240242652398975,-0.36469081518681423,-0.28690347742093236,0.05145180538590802,0.21372435729656564,-1.1449768167123884
